Pump_ID,pump_failure_status,inspection_rating,runtime_hours,flow_rate,inlet_pressure,outlet_pressure,vibration_amplitude,bearing_temperature,motor_current,motor_voltage
PMP-003,0,4,4008.0,559.207,1.617,4.029,3.915,329.893,69.346,399.889
PMP-003,0,4,4006.7,530.576,1.532,4.101,4.154,328.415,69.748,400.227
PMP-003,0,four,4000.8,580.398,1.564,4.359,2.157,338.305,67.432,397.413
PMP-003,0,4,4004.2,584.525,1.52,3.712,3.198,332.97,75.199,398.563
PMP-002,0,3,9003.6,606.017,1.52,4.009,4.132,345.288,65.338,398.794
PMP-003,0,4,4009.5,497.683,1.578,3.971,4.558,340.413,69.255,398.869
PMP-004,0,5,1008.6,577.857,1.46,3.937,4.208,339.056,65.647,398.858
PMP-001,1,3,13005.1,558.822,1.506,3.974,3.694,342.813,143.033,392.837
PMP-004,0,5,1007.1,597.388,1.484,3.902,4.554,325.308,75.49,400.539
PMP-004,0,5,1004.9,539.365,1.496,3.924,4.325,334.356,67.799,399.224
PMP-004,0,5,1000.1,557.157,1.58,3.916,5.003,334.012,68.492,402.435
PMP-004,0,5,1002.1,580.903,1.298,4.02,3.764,327.858,67.231,398.508
PMP-004,0,5,1008.2,502.522,1.557,4.121,,331.569,68.872,399.106
PMP-001,1,3,13006.2,193.497,1.674,4.35,5.836,342.398,19.894,1409.079
PMP-001,0,3,13005.9,571.443,1.507,3.883,4.035,318.929,65.281,398.806
PMP-004,0,5,1003.5,519.228,1.562,4.021,4.79,339.977,70.857,399.16
PMP-003,0,4,4008.6,555.769,1.57,3.944,4.184,338.064,77.321,396.291
PMP-004,0,5,1008.4,647.262,1.512,3.893,2.21,331.511,67.375,400.96
PMP-004,0,5,1009.6,466.283,1.499,4.068,4.166,341.152,68.386,399.947
PMP-004,0,5,1000.8,590.644,1.464,3.986,4.022,334.12,73.419,400.263
PMP-004,0,five,1004.6,564.601,1.473,4.159,,335.741,77.1,398.623
PMP-002,1,3,9009.1,485.319,1.566,4.211,12.558,374.063,72.029,387.365
PMP-003,0,4,4002.4,542.393,1.766,4.304,4.952,331.205,71.115,398.829
PMP-002,0,3,9007.7,474.489,1.538,3.859,3.613,339.254,72.439,400.537
PMP-004,0,five,1002.7,516.744,1.573,4.512,3.678,330.065,64.278,401.723
PMP-003,0,4,4003.1,523.518,1.647,4.017,3.712,336.845,68.358,398.477
PMP-004,0,5,1005.6,605.049,1.64,3.853,4.867,334.582,66.989,399.565
PMP-001,0,3,13005.3,533.293,1.507,4.087,56.989,,64.759,400.47
PMP-004,0,5,1002.9,613.048,1.561,3.984,2.461,341.383,67.233,401.044
PMP-003,0,4,4003.3,435.141,1.465,3.835,3.443,339.106,69.567,398.026
PMP-003,0,4,4002.5,593.487,1.446,3.605,2.545,334.363,62.624,401.177
PMP-004,0,5,1006.7,540.681,1.429,4.278,5.447,349.272,74.074,401.829
PMP-002,0,3,9008.3,566.697,1.517,3.873,5.202,331.787,71.516,401.275
PMP - 002,0,3,9002.2,521.077,1.393,3.793,2.771,321.731,65.591,399.064
PMP-002,0,3,9002.9,553.686,1.596,4.219,4.624,336.541,63.04,399.372
PMP-004,0,5,1003.4,564.98,1.448,4.108,5.616,343.706,71.574,401.967
PMP-004,0,5,1007.1,491.469,1.538,4.145,6.192,341.998,67.104,401.656
PMP-004,0,5,1002.1,590.674,1.558,3.884,3.561,341.538,72.506,403.087
PMP-004,0,5,1003.8,516.86,1.528,4.198,4.203,327.707,70.151,401.414
PMP-002,0,3,9005.5,560.504,1.628,4.012,3.477,331.907,66.692,402.456
PMP-003,0,4,4006.2,604.388,1.401,4.185,3.686,339.149,68.976,398.914
PMP003,0,4,4003.0,516.818,1.409,3.783,2.07,337.79,75.844,398.976
PMP-004,0,5,1008.0,586.186,1.512,4.315,4.968,334.045,72.71,400.657
PMP-002,0,3,9003.3,495.408,1.561,3.744,3.781,336.389,63.35,398.871
PMP-004,0,5,1002.2,548.891,1.623,4.375,3.786,334.716,66.546,398.777
PMP-003,0,4,4003.0,613.137,1.514,4.02,4.551,340.029,67.508,400.045
PMP-002,0,3,9000.4,586.04,1.523,4.018,2.183,329.521,70.839,398.311
PMP-003,0,4,4004.0,493.615,1.567,4.024,3.712,333.803,78.028,400.861
PMP-001,0,three,13000.4,597.46,1.525,4.081,4.439,343.14,69.735,401.043
PMP-003,0,4,4009.5,566.665,1.611,4.41,2.762,325.742,61.311,401.908
PMP-002,0,3,9002.4,491.714,1.285,3.912,4.025,347.818,72.598,401.721
PMP-004,0,5,1000.0,494.374,1.501,3.99,2.943,335.828,69.398,401.011
PMP-003,0,4,4004.1,544.14,1.656,4.189,2.094,328.379,73.044,398.281
PMP-001,0,3,13002.6,587.481,1.673,4.289,3.079,335.536,77.858,397.037
PMP-004,0,five,1003.7,565.152,1.552,3.997,4.248,336.246,72.762,402.978
PMP-002,0,3,9004.4,593.857,1.653,4.149,3.505,332.395,63.338,401.013
PMP-002,0,3,9004.6,568.885,1.508,3.972,3.158,333.68,65.547,399.594
PMP-002,0,3,9008.1,538.011,1.486,3.826,4.483,1365.64,66.064,402.111
PMP-003,0,4,4000.3,591.991,1.516,3.99,4.417,328.8,67.148,401.476
PMP-003,0,4,4009.9,568.358,1.541,3.985,2.279,333.554,70.989,401.111
PMP-003,0,4,4001.2,575.053,1.592,4.245,3.898,336.925,70.608,400.083
PMP-003,0,four,4005.2,518.82,1.566,4.05,4.301,337.481,68.436,398.616
PMP-003,0,4,4002.2,511.17,1.537,3.911,3.3,335.107,79.047,399.479
PMP-004,0,5,1008.0,520.188,1.397,3.68,3.444,336.949,71.863,399.422
PMP-001,0,3,13001.9,586.354,1.577,3.998,5.64,330.898,76.119,397.904
PMP-002,0,3,9007.6,549.314,1.522,4.115,4.635,332.305,60.374,399.827
PMP-004,0,five,1000.8,568.992,1.618,4.394,4.016,331.833,64.981,400.394
PMP-003,0,4,4008.9,575.683,1.551,4.294,3.224,335.562,66.448,399.812
PMP-004,0,five,1004.0,569.523,1.416,3.845,2.869,334.944,64.561,397.193
PMP-003,0,4,4003.8,555.091,1.55,3.759,1.482,335.849,66.827,397.993
PMP-003,0,4,4002.2,454.672,1.554,4.137,3.437,336.326,70.313,400.516
PMP-004,0,5,1008.2,517.193,1.331,3.851,3.037,330.487,67.326,401.152
PMP-003,0,4,4008.0,557.206,1.378,3.98,2.653,332.275,64.987,399.253
PMP-002,0,3,9001.9,635.145,1.588,4.013,1.508,344.819,70.916,400.076
PMP-003,0,4,4005.2,542.937,1.49,4.428,4.275,343.044,66.438,402.865
PMP-002,0,3,9002.8,591.037,1.462,3.886,3.583,334.365,71.418,404.899
PMP-003,0,4,4006.9,524.644,1.383,3.695,4.668,343.505,73.336,397.373
PMP001,0,3,13001.0,601.338,1.38,3.976,2.961,332.192,69.721,400.544
PMP-003,0,4,4004.4,553.5,1.535,3.923,4.153,334.804,67.435,401.985
PMP-001,0,3,13002.6,553.553,1.607,3.975,4.374,337.766,72.699,398.507
PMP - 002,0,three,9004.5,620.489,1.423,4.012,4.22,333.557,73.118,400.344
PMP-001,0,3,13005.0,537.379,1.41,4.241,4.613,335.006,69.705,402.479
PMP-001,0,3,13003.8,473.993,1.484,3.866,4.704,334.55,70.098,398.402
PMP-003,0,4,4008.8,493.167,1.632,4.293,3.531,332.972,74.127,402.702
PMP-004,0,5,1005.0,535.037,1.51,4.009,3.557,337.855,71.225,399.683
PMP-001,0,3,13002.6,571.168,1.449,3.753,3.927,327.447,63.125,1213.643
PMP-001,1,3,13001.7,616.384,1.494,4.016,4.926,341.476,148.329,398.778
PMP-002,0,3,9008.4,598.074,1.456,4.063,4.113,332.535,63.27,398.027
PMP-002,0,3,9009.4,651.124,1.425,3.865,2.485,327.505,73.161,401.596
PMP-004,0,5,1002.2,630.346,1.463,3.847,4.702,336.225,64.15,398.294
PMP-003,0,4,4005.2,601.269,1.713,3.953,2.773,327.521,73.536,403.719
PMP-002,0,3,9002.7,492.341,1.434,4.133,3.172,340.164,78.861,402.021
PMP-003,0,4,4009.7,502.029,1.358,4.119,4.246,341.951,71.235,400.201
PMP-002,0,3,9002.1,522.402,1.615,4.236,2.842,332.579,,401.434
PMP-002,0,3,9006.4,517.379,1.433,3.881,4.628,332.03,70.545,399.328
PMP-002,0,3,9004.3,531.938,1.358,3.676,2.415,334.894,65.862,399.773
PMP-004,0,5,1005.1,561.149,1.536,3.503,3.904,325.3,71.325,401.564
PMP-004,0,5,1003.9,591.705,1.488,4.19,4.082,340.375,76.358,399.434
PMP-004,0,5,1004.3,573.503,1.423,3.527,3.759,344.162,62.065,402.496
PMP-002,0,3,9005.8,550.561,1.316,3.514,3.97,331.452,75.631,398.755
PMP-004,0,5,1006.0,545.568,1.715,4.447,3.805,341.49,72.119,400.822
PMP-002,0,3,9004.3,519.662,1.519,3.825,4.551,331.46,71.767,403.74
PMP-003,0,4,4009.5,563.734,1.451,3.789,2.622,331.289,70.783,398.976
PMP-002,0,3,9002.1,617.841,1.472,3.981,3.638,343.91,73.194,401.593
PMP-004,0,5,1006.4,575.035,1.342,3.955,2.982,335.029,69.707,398.786
PMP-003,0,4,4001.9,487.748,1.376,4.271,3.319,329.577,75.766,400.433
PMP-002,0,3,9008.2,582.797,1.559,4.172,6.032,339.648,68.578,397.107
PMP-003,0,4,4004.3,574.727,1.641,3.823,3.332,342.04,64.94,398.911
PMP-002,0,3,9007.6,543.3,1.577,3.742,4.562,343.482,64.467,400.311
PMP-002,0,3,9002.5,539.564,1.459,3.912,4.592,333.131,64.977,399.256
PMP-002,0,3,9005.3,570.974,1.565,4.212,4.861,336.007,68.102,399.661
PMP-004,0,5,1000.6,574.579,1.4,3.739,,331.411,68.311,399.878
PMP-002,0,3,9004.9,553.793,1.543,3.661,3.673,338.149,66.55,399.994
PMP-003,0,4,4008.3,597.933,1.304,3.684,3.474,336.755,61.999,401.222
PMP-001,0,3,13005.5,563.374,1.578,4.058,4.38,330.933,72.061,397.734
PMP-002,0,3,9005.9,520.358,1.399,4.271,3.817,328.208,69.938,400.533
PMP-002,0,3,9003.5,524.909,1.522,4.29,4.754,330.093,71.986,402.74
PMP-003,0,4,4006.3,545.975,1.546,3.991,2.834,333.252,65.999,400.496
PMP-003,0,4,4004.4,553.385,1.576,3.827,3.553,336.082,72.301,404.969
PMP-001,1,3,13004.5,168.891,1.436,4.068,4.858,344.374,23.826,394.006
PMP-004,0,5,1007.0,566.924,1.525,4.172,4.844,337.621,70.922,400.725
PMP-003,0,4,4001.4,506.073,1.711,3.952,4.364,333.511,69.873,402.896
PMP-001,1,3,13001.0,439.249,1.266,3.727,13.031,373.295,67.211,396.289
PMP_001,0,3,13008.7,565.755,1.675,4.45,4.831,337.567,62.277,403.273
PMP-003,0,4,4008.4,520.144,1.434,3.678,2.944,,68.032,398.169
PMP-002,0,3,9000.6,575.174,1.363,4.046,4.595,336.811,80.462,399.437
PMP-002,0,3,9002.2,588.479,1.594,4.265,4.812,329.305,59.832,398.156
PMP-003,0,4,4002.3,474.187,1.548,4.289,5.393,335.432,71.422,399.345
PMP-003,0,4,4009.7,533.884,1.6,3.901,3.645,330.597,68.587,404.468
PMP-002,0,3,9009.2,531.475,1.355,4.255,3.18,332.67,72.017,397.139
PMP-003,0,4,4001.3,534.476,1.406,3.757,2.834,333.847,64.606,401.776
PMP-004,0,5,1007.7,593.162,1.426,3.889,3.145,336.353,69.073,398.563
PMP-002,0,3,9003.1,563.478,1.631,4.31,3.218,337.036,65.68,395.389
PMP-004,0,5,1003.0,519.038,1.548,3.979,4.472,343.852,71.657,401.097
PMP-003,0,4,4004.5,592.363,1.548,4.292,4.072,326.729,69.472,398.008
PMP-004,0,5,1007.1,471.002,1.473,3.993,4.14,332.852,64.25,400.56
PMP-003,0,4,4001.6,558.291,1.469,3.831,6.107,337.284,71.755,401.898
PMP-001,0,3,13009.8,533.691,1.604,4.247,5.508,339.738,66.297,403.704
PMP-001,0,3,13006.3,561.968,1.468,4.051,3.791,330.063,64.087,402.326
PMP-004,0,5,1009.4,507.089,1.495,4.115,5.578,336.209,73.106,
PMP-003,0,4,4008.6,583.877,1.425,3.635,2.921,338.497,61.666,401.38
PMP-001,0,3,13003.1,521.13,1.614,4.181,0.944,337.077,66.511,398.939
PMP-003,0,4,4008.3,566.26,1.474,4.092,7.448,336.988,66.4,398.128
PMP002,0,3,9005.9,546.884,1.535,4.309,3.002,331.784,76.904,399.951
PMP-003,0,4,4001.2,564.767,1.546,3.915,3.808,332.865,62.421,397.662
PMP-002,0,3,9005.2,515.521,1.562,3.848,3.116,332.158,67.203,400.287
PMP-002,0,three,9006.8,550.199,1.412,3.637,4.386,333.568,73.256,402.143
PMP-002,0,3,9002.9,615.477,1.68,4.189,3.293,1185.184,74.969,399.828
PMP-002,0,3,9004.0,567.721,1.555,4.133,5.347,331.128,67.822,398.663
PMP-002,0,3,9004.8,536.509,1.506,4.009,3.67,328.267,78.395,398.534
PMP-004,0,5,1008.9,478.74,1.572,4.184,4.797,333.69,66.087,400.597
PMP-003,0,4,4007.5,480.61,1.179,3.74,4.846,330.752,69.387,397.336
PMP-002,0,3,9002.3,549.109,1.381,4.132,4.092,327.964,74.258,400.403
PMP-004,0,5,1004.6,577.303,1.662,3.942,4.554,331.74,68.258,402.876
PMP-003,0,4,4006.1,594.007,1.531,3.811,4.038,331.352,70.436,402.06
PMP-003,0,4,4000.4,474.309,1.334,3.919,4.98,337.034,73.711,401.041
PMP-004,0,5,1003.6,473.849,1.359,3.842,3.809,331.516,71.803,398.687
PMP-003,0,4,4009.1,580.429,1.496,4.06,3.386,329.495,65.287,401.065
PMP-001,0,3,13005.6,554.417,1.493,3.801,3.797,336.085,73.954,401.473
PMP-002,0,3,9008.7,559.121,1.693,4.432,5.212,332.08,70.925,400.22
PMP-003,0,4,4007.4,507.876,1.421,4.099,3.055,325.969,71.72,399.216
PMP-001,0,3,13008.6,556.972,1.197,3.889,2.156,340.952,70.068,397.399
PMP-004,0,5,1003.3,543.089,1.443,4.027,3.538,324.278,73.624,402.779
PMP-004,0,5,1002.5,568.478,1.642,4.233,5.201,342.022,64.761,398.267
PMP-004,0,5,1000.9,548.656,1.536,4.141,3.173,342.427,60.062,401.681
PMP-004,0,5,1004.1,542.704,1.329,3.624,2.988,330.856,64.968,398.452
PMP-002,0,3,9003.4,574.413,1.723,4.156,1.364,337.443,63.244,399.298
PMP-003,0,4,4003.7,504.26,1.5,4.26,4.28,332.727,69.256,398.993
PMP-001,0,3,13009.4,537.404,1.484,4.095,3.089,333.229,66.883,397.568
PMP-003,0,4,4009.2,562.194,1.433,4.319,1.905,341.476,69.678,401.976
PMP-003,0,four,4006.7,623.003,1.537,4.347,5.797,332.288,71.495,402.668
PMP-002,0,3,9000.6,571.85,1.68,4.259,2.97,324.128,63.965,400.514
PMP-003,0,4,4006.5,582.63,1.534,3.831,4.191,336.309,68.022,397.52
PMP-003,0,4,4009.4,587.546,1.5,3.907,4.256,331.007,65.184,397.224
PMP-003,0,4,4006.8,497.32,1.549,4.02,3.803,335.368,73.433,399.513
PMP-004,0,5,1001.7,584.176,1.8,4.396,3.043,333.623,68.372,400.665
PMP-003,0,4,4005.2,624.832,1.636,4.272,3.99,336.767,61.088,401.649
PMP-002,0,3,9001.6,597.126,1.526,4.153,4.815,340.057,69.069,400.148
PMP-004,0,5,1007.4,546.162,1.536,3.935,3.702,331.123,78.331,400.155
PMP-002,0,3,9000.6,479.957,1.343,4.111,4.386,342.278,71.559,399.882
PMP-001,0,3,13004.4,579.481,1.544,4.319,1.869,340.324,69.103,399.489
PMP-003,0,4,4000.9,506.365,1.332,3.741,3.143,335.631,,397.563
PMP-002,0,3,9008.2,470.227,1.382,4.01,4.958,331.344,65.513,397.716
PMP-001,0,3,13001.5,544.489,1.399,4.06,3.328,334.211,61.201,401.366
PMP-003,0,4,4001.1,618.072,1.168,3.9,3.023,329.528,66.989,403.574
PMP-003,0,4,4009.7,545.198,1.449,3.685,2.62,327.909,68.789,400.414
PMP-004,0,5,1000.2,522.083,1.588,4.343,4.909,337.237,69.3,397.992
PMP-002,0,three,9002.8,493.632,1.549,3.955,4.642,331.758,65.529,401.956
PMP-002,0,3,9000.5,576.844,1.42,4.111,5.031,336.248,70.895,399.72
PMP-002,0,3,9007.6,484.704,1.518,4.098,4.754,320.033,74.087,400.061
PMP-003,0,4,4001.2,527.984,1.631,4.37,3.454,332.917,75.099,397.996
PMP-002,0,3,9005.8,528.091,1.347,3.821,46.417,331.342,74.244,397.441
PMP-003,0,4,4002.3,565.106,1.612,4.501,4.148,332.872,70.434,404.378
PMP-001,0,3,13004.0,476.846,1.371,3.928,4.638,330.731,69.905,400.315
PMP-004,0,5,1007.9,529.627,1.465,3.906,3.639,341.389,62.128,402.841
PMP-004,0,5,1007.3,572.158,1.631,3.946,3.924,329.071,75.902,400.19
PMP-002,0,3,9005.1,550.548,1.669,4.312,6.32,339.104,67.538,401.15
PMP-002,0,3,9002.5,588.321,1.525,3.647,4.454,327.892,79.568,400.799
PMP-004,0,5,1002.1,548.582,1.382,3.543,3.45,331.109,70.493,400.948
PMP-004,0,5,1002.1,581.414,1.537,3.782,3.299,327.347,75.223,398.629
PMP-003,0,4,4000.7,563.43,1.582,4.215,3.318,335.675,68.069,398.904
PMP-003,0,4,4003.6,558.488,1.557,4.088,5.241,343.501,69.062,397.691
PMP-004,0,5,1007.7,531.346,1.404,3.877,4.451,327.601,64.08,399.014
PMP-003,0,4,4000.6,612.401,1.415,3.715,3.965,339.887,62.724,403.802
PMP-002,0,3,9003.3,524.413,1.6,4.129,5.385,339.788,76.737,396.531
PMP-001,0,3,13008.6,558.552,1.677,4.075,4.979,337.371,77.056,399.53
PMP-001,0,3,13003.8,577.208,1.577,4.165,5.004,326.127,71.669,399.392
PMP-001,0,3,13008.5,618.999,1.484,4.129,5.424,335.109,71.09,399.519
PMP-003,0,4,4001.5,606.617,1.445,4.231,2.921,333.307,61.903,398.396
PMP001,0,3,13007.7,554.666,1.568,3.889,2.702,332.999,65.403,398.635
PMP - 002,0,3,9003.0,536.63,1.461,4.046,4.267,334.395,69.435,402.614
pmp-004,0,5,1000.0,518.552,1.3,3.858,3.949,333.91,65.935,399.292
PMP-003,0,4,4008.7,535.897,1.549,3.66,2.808,337.653,67.507,398.474
PMP-002,0,3,9008.6,547.655,1.373,3.763,4.02,332.144,71.293,402.283
PMP-003,0,4,4007.3,493.395,1.371,3.913,4.449,334.12,66.096,401.066
PMP-001,1,3,13008.9,423.685,1.605,4.229,14.828,375.307,76.862,397.461
PMP-002,0,3,9001.2,569.003,1.36,3.407,2.932,338.855,73.695,398.325
PMP-004,0,5,1000.7,570.921,1.524,4.055,3.58,331.869,65.21,401.854
PMP-002,0,3,9006.0,550.62,1.448,3.859,2.458,333.776,58.743,400.897
PMP-004,0,5,1005.6,702.367,1.582,3.622,3.849,333.578,68.613,401.825
PMP-003,0,4,4000.7,546.247,1.334,3.835,3.717,337.373,71.924,399.537
PMP-002,0,3,9002.4,578.91,1.434,3.927,3.643,331.856,83.602,399.924
PMP-004,0,5,1009.0,556.546,1.271,4.0,3.882,340.719,66.255,401.097
PMP-003,0,4,4001.5,503.986,1.481,4.181,3.561,334.191,54.646,403.586
PMP-004,0,5,1007.3,511.118,1.432,4.083,4.062,335.485,68.183,400.986
PMP-004,0,5,1008.0,617.236,1.564,4.121,4.971,335.913,71.939,400.189
PMP-003,1,4,4008.2,543.489,1.622,3.991,6.47,343.276,144.902,386.424
PMP-001,0,3,13000.2,503.774,1.563,4.101,3.658,326.851,70.754,397.18
PMP-001,0,3,13002.2,551.329,1.602,4.343,5.173,341.207,72.435,399.046
PMP-003,0,4,4005.9,598.753,1.474,3.994,2.741,336.272,67.594,403.785
PMP-003,1,4,4009.9,227.475,1.469,3.937,5.455,341.019,20.683,391.802
PMP-003,0,4,4006.8,608.465,1.29,3.443,4.547,330.709,69.667,400.217
PMP-001,1,3,13008.3,233.304,1.641,4.135,4.937,343.987,23.258,381.798
PMP-004,0,5,1002.6,573.711,1.303,3.819,4.462,345.084,73.785,399.297
PMP-003,0,4,4002.1,592.694,1.432,4.111,4.851,338.102,70.796,398.735
PMP-002,0,3,9000.7,531.951,1.571,4.307,4.354,343.607,71.536,399.007
PMP-004,0,5,1010.0,554.533,1.637,4.153,4.037,,66.808,398.912
PMP-003,0,4,4006.5,505.017,1.485,4.034,4.429,344.668,62.135,400.104
PMP-002,0,three,9005.6,570.012,1.524,4.378,3.372,340.155,61.331,402.26
PMP-001,1,3,13002.7,182.548,1.549,4.053,7.565,1165.704,24.101,375.891
PMP-004,0,five,1000.8,497.877,1.562,4.421,5.05,338.226,70.607,401.86
PMP-003,0,4,4007.2,556.463,1.423,4.176,4.041,333.014,73.74,400.921
PMP-002,0,three,9000.7,509.745,1.393,4.172,3.232,343.26,74.275,400.853
PMP-004,0,5,1008.0,503.019,1.607,4.207,3.8,331.811,70.479,396.898
pmp-001,1,3,13008.0,216.308,1.639,4.256,6.053,346.087,29.032,404.017
PMP-004,0,five,1008.8,521.628,1.647,4.149,4.12,334.25,61.952,402.685
PMP-002,0,3,9009.8,543.651,1.441,3.642,5.178,337.882,68.164,401.346
PMP-003,0,4,4003.4,583.345,1.483,4.111,3.4,334.843,62.164,396.26
PMP-002,0,3,9000.2,529.375,1.543,3.906,2.879,333.706,76.001,398.714
PMP-002,0,3,9000.4,542.496,1.363,3.736,4.879,335.178,64.65,400.342
PMP-002,0,3,9008.4,594.32,1.455,4.09,3.398,325.046,62.855,401.498
PMP-003,0,4,4005.9,550.893,1.483,4.008,3.246,332.399,72.571,401.156
PMP-004,0,5,1001.2,583.766,1.513,4.061,3.209,341.021,79.063,404.172
PMP-004,0,five,1009.8,554.405,1.503,4.069,3.995,330.327,71.745,400.878
PMP-003,0,4,4006.8,508.445,1.502,3.886,4.022,330.016,81.801,398.436
PMP-003,0,4,4006.7,531.0,1.503,3.935,3.207,332.435,74.538,398.184
PMP-004,0,5,1003.8,603.8,1.548,4.319,2.389,332.067,62.157,402.374
PMP-001,0,3,13003.0,528.612,1.272,3.809,4.454,333.602,78.67,396.394
PMP-001,0,3,13001.4,603.741,1.518,4.347,3.257,334.194,71.355,399.88
PMP-003,0,4,4004.9,536.846,1.468,3.96,2.694,337.487,68.427,398.612
PMP-001,0,3,13003.7,648.151,1.514,4.16,3.554,329.789,72.791,399.528
PMP-002,0,3,9005.1,570.477,1.49,4.198,3.677,335.393,69.842,400.423
PMP-001,0,3,13010.0,582.298,1.498,4.344,2.166,328.126,68.722,399.204
PMP-003,0,4,4000.7,505.378,1.464,3.667,4.471,328.345,69.049,399.631
PMP-003,0,4,4009.8,526.179,1.54,4.259,5.746,338.148,68.378,398.055
PMP-004,0,5,1003.1,578.165,1.353,3.623,3.137,333.977,63.352,403.911
PMP-003,0,4,4000.8,511.625,1.62,4.316,5.107,330.432,76.137,401.975
PMP-001,0,three,13001.7,551.868,1.532,4.024,3.602,330.962,64.689,396.878
PMP-001,0,3,13005.9,565.369,1.491,3.924,4.07,330.827,72.661,399.164
PMP-002,0,3,9006.7,574.877,1.729,4.056,2.93,339.466,67.116,399.989
PMP-004,0,5,1004.2,562.952,1.601,4.323,3.097,334.582,68.905,401.327
PMP-001,0,3,13008.9,598.371,1.457,3.908,3.679,334.189,70.926,400.005
PMP-004,0,5,1002.0,579.525,1.537,4.026,2.608,325.809,61.259,402.8
PMP-004,0,5,1007.5,640.356,1.592,4.278,4.612,330.409,68.926,399.241
PMP-002,0,3,9005.4,519.78,1.494,4.01,5.139,330.161,72.824,1107.66
PMP-001,0,3,13000.8,487.966,1.646,4.079,4.276,334.554,69.338,400.782
PMP-001,0,three,13007.1,513.862,1.551,3.937,6.147,341.878,71.492,
PMP_003,0,4,4005.4,595.677,1.437,3.734,2.221,336.516,78.205,399.452
PMP-004,0,5,1002.8,544.273,1.518,4.181,2.97,330.761,69.193,399.012
PMP-002,0,3,9005.1,462.219,1.402,3.875,3.01,328.49,68.325,399.536
PMP-004,0,5,1003.1,547.215,1.489,4.111,3.432,344.921,72.401,403.316
PMP-003,0,4,4003.2,582.981,1.375,4.035,2.754,341.662,67.591,398.815
PMP-002,0,3,9009.6,582.032,1.603,4.186,3.719,338.807,71.482,399.51
PMP-004,0,5,1009.1,598.364,1.42,3.94,3.824,340.36,64.388,398.488
PMP-002,0,3,9005.2,486.927,1.469,3.843,4.423,964.607,74.943,397.885
PMP-003,0,4,4003.3,556.534,1.582,3.775,3.849,323.075,65.538,404.043
PMP-003,0,4,4004.4,524.228,1.439,3.873,3.575,331.494,74.986,399.796
PMP-004,0,5,1009.4,576.204,1.352,3.716,2.893,330.541,70.862,397.957
PMP-002,0,3,9007.2,548.915,1.397,3.844,3.736,332.229,66.455,404.84
PMP-003,0,4,4007.2,576.09,1.608,4.018,2.543,330.457,69.812,401.561
PMP-003,0,4,4003.7,581.235,1.639,4.373,,338.34,61.89,399.983
PMP-002,0,3,9002.0,604.385,1.518,4.029,3.993,327.545,68.011,399.375
PMP-004,0,5,1001.3,562.236,1.443,3.911,3.435,339.175,72.828,396.572
PMP-004,0,5,1009.1,606.548,1.374,3.806,3.864,339.421,68.443,402.246
PMP-002,0,3,9007.1,548.793,1.533,4.019,4.81,327.769,64.531,399.371
PMP-004,0,5,1000.6,579.996,1.212,3.78,4.635,340.195,70.264,399.354
PMP-003,0,4,4004.5,563.072,1.534,3.951,3.588,333.37,71.156,402.359
PMP-001,0,3,13009.6,472.716,1.548,3.731,3.032,333.754,66.278,396.948
PMP-003,0,4,4007.9,555.387,1.524,4.139,4.647,337.346,68.945,395.734
PMP-004,0,5,1009.2,574.81,1.495,4.253,4.448,340.927,64.357,398.943
PMP-002,1,3,9002.4,528.438,1.678,4.226,7.707,342.829,139.448,394.687
PMP-002,0,three,9005.9,530.237,1.611,4.212,4.546,330.873,70.212,401.41
PMP-002,0,3,9008.8,582.106,1.585,3.887,3.939,344.34,73.394,399.691
PMP-002,0,3,9005.3,599.164,1.489,4.268,3.469,338.475,68.838,402.46
PMP-004,0,5,1000.9,530.926,1.577,3.992,4.696,333.875,73.468,397.518
PMP-001,0,3,13007.8,515.702,1.586,4.179,4.637,331.58,67.455,398.307
PMP-002,0,3,9009.9,501.762,1.464,3.966,4.551,332.579,76.448,1114.942
PMP-002,0,3,9003.0,580.227,1.509,3.895,4.589,331.062,67.283,401.93
PMP-004,0,5,1003.0,583.088,1.623,3.89,4.629,341.26,72.522,399.434
PMP-001,1,3,13002.6,493.606,1.437,3.746,14.887,385.769,70.897,1102.795
PMP-001,0,3,13001.4,486.16,1.524,4.019,3.601,340.426,64.145,399.224
PMP-003,0,4,4000.9,580.126,1.531,4.024,2.923,334.114,61.878,398.505
PMP-003,0,4,4005.1,524.61,1.501,4.125,3.253,332.351,71.117,396.746
PMP-003,0,4,4003.1,608.294,1.434,3.914,4.187,343.393,73.553,399.854
PMP-003,0,4,4003.3,591.611,1.561,4.294,4.245,335.941,68.219,403.172
PMP-004,0,5,1008.4,579.753,1.478,4.303,5.148,336.77,70.848,396.753
PMP-004,0,5,1001.6,533.373,1.264,3.807,4.406,335.947,71.696,401.921
PMP-003,0,4,4008.5,548.254,1.546,4.147,4.381,333.603,76.197,398.074
PMP-001,0,3,13006.7,576.95,1.469,4.137,2.74,336.702,69.705,401.257
PMP-002,0,3,9001.0,579.569,1.371,3.806,4.219,344.134,69.296,399.843
PMP-003,0,4,4001.8,529.116,1.472,3.868,5.566,331.633,67.544,401.734
PMP-002,0,3,9002.6,572.952,1.325,3.666,5.157,328.501,61.844,396.775
PMP-002,1,3,9009.1,225.495,1.316,4.238,5.964,350.438,30.441,396.255
PMP-002,0,3,9005.5,538.015,1.434,3.836,3.134,336.939,80.848,400.479
