UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure Type,Inspectors
4486,L51665,L,302.7,310.4,1542,,38.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-03-02"", ""all_passed"": true}"
4489,M19348,M,302.5,310.4,1509,37.6,45.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-02-12"", ""all_passed"": false}"
4495,H33908,H,302.6,310.4,1649,30.1,62.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""night"", ""date"": ""2024-04-03"", ""all_passed"": true}"
4496,L51675,L,302.6,310.4,1359,57.2,67.0,1,Heat Dissipation Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-12-05"", ""all_passed"": true}"
4498,L51677,L,302.5,310.3,1523,36.0,72.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Gupta""], ""shift"": ""day"", ""date"": ""2024-06-21"", ""all_passed"": true}"
4500,H33913,H,302.6,310.3,1721,27.4,79.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""night"", ""date"": ""2024-03-05"", ""all_passed"": true}"
4524,L51703,L,302.5,310.4,1488,48.4,134.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Fischer"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-08-13"", ""all_passed"": false}"
4525,M19384,M,302.5,310.5,1527,38.8,136.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-09-20"", ""all_passed"": true}"
4532,L51711,L,302.5,310.5,1520,41.2,154.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-08-28"", ""all_passed"": true}"
4534,M19393,M,302.4,310.3,1375,52.5,161.0,1,Heat Dissipation Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""day"", ""date"": ""2024-06-29"", ""all_passed"": true}"
4535,L51714,L,302.4,310.2,1633,28.0,164.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""day"", ""date"": ""2024-12-22"", ""all_passed"": true}"
4536,L51715,L,302.4,310.2,1503,36.2,166.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Gupta"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-05-08"", ""all_passed"": true}"
4540,L51719,L,302.5,310.3,1592,32.6,174.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Hofmann"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-04-05"", ""all_passed"": true}"
4542,L51721,L,302.5,310.4,1427,46.8,179.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""day"", ""date"": ""2024-10-05"", ""all_passed"": true}"
4548,M19407,M,302.5,310.4,1451,53.6,194.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-03-23"", ""all_passed"": true}"
4555,L51734,L,302.6,310.5,1748,28.2,2.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Keller"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-07-06"", ""all_passed"": true}"
4580,L51759,L,303.0,311.2,1374,48.2,65.0,1,Heat Dissipation Failure,"{""lead"": ""Keller"", ""team"": [""Keller"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-10-17"", ""all_passed"": true}"
4584,M19443,M,302.9,311.2,1467,37.7,73.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-07-12"", ""all_passed"": true}"
4589,L51768,L,302.8,311.0,1564,38.5,85.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-09-13"", ""all_passed"": true}"
4597,L51776,L,303.0,311.2,1361,47.6,106.0,1,Heat Dissipation Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-03-19"", ""all_passed"": true}"
4606,H34019,H,302.9,311.0,1469,48.7,130.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Dubois"", ""Eriksson""], ""shift"": ""day"", ""date"": ""2024-04-26"", ""all_passed"": true}"
4607,L51786,L,302.9,311.1,1556,45.3,135.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""day"", ""date"": ""2024-12-24"", ""all_passed"": true}"
4609,M19468,M,303.0,311.2,1519,38.0,139.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-02-05"", ""all_passed"": true}"
4610,L51789,L,303.0,311.2,1456,44.0,142.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Chen"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-01-27"", ""all_passed"": true}"
4615,H34028,H,303.0,311.2,1503,37.0,152.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Jensen"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-10-21"", ""all_passed"": true}"
4622,L51801,L,303.0,311.2,1341,51.0,174.0,1,Heat Dissipation Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""swing"", ""date"": ""2024-01-23"", ""all_passed"": true}"
4631,L51810,L,302.9,311.2,1751,23.8,196.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""day"", ""date"": ""2024-05-01"", ""all_passed"": true}"
4632,L51811,L,303.0,311.2,1383,44.6,198.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-06-03"", ""all_passed"": true}"
4633,M19492,M,302.9,311.2,1330,53.7,200.0,1,Heat Dissipation Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-09-15"", ""all_passed"": false}"
4635,L51814,L,303.0,311.2,1755,30.4,205.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-10-01"", ""all_passed"": true}"
4640,L51819,L,303.1,311.3,1657,31.8,217.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""night"", ""date"": ""2024-03-07"", ""all_passed"": true}"
4642,H34055,H,303.1,311.3,1494,42.7,221.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Chen"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-12-17"", ""all_passed"": false}"
4647,L51826,L,303.3,311.4,1497,46.0,234.0,1,Tool Wear Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""day"", ""date"": ""2024-05-18"", ""all_passed"": true}"
4651,L51830,L,303.3,311.4,1658,30.5,7.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Fischer""], ""shift"": ""night"", ""date"": ""2024-07-14"", ""all_passed"": true}"
4663,H34076,H,303.3,311.2,1607,31.7,34.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Gupta"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-04-24"", ""all_passed"": true}"
4669,H34082,H,303.3,311.4,1692,27.9,55.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Fischer"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-11-23"", ""all_passed"": true}"
4671,L51850,L,303.2,311.4,1610,35.5,63.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""night"", ""date"": ""2024-02-17"", ""all_passed"": true}"
4677,L51856,L,303.4,311.5,1879,21.3,78.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""day"", ""date"": ""2024-01-05"", ""all_passed"": true}"
4678,H34091,H,303.5,311.6,1466,47.0,80.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""swing"", ""date"": ""2024-08-22"", ""all_passed"": true}"
4680,L51859,L,303.6,311.8,1695,30.7,90.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Gupta"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-01-24"", ""all_passed"": true}"
4683,L51862,L,303.6,311.8,1567,31.7,97.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-08-22"", ""all_passed"": false}"
4687,M19546,M,303.5,311.6,1562,34.2,107.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-04-15"", ""all_passed"": true}"
4690,M19549,M,303.4,311.5,1560,36.4,114.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-09-15"", ""all_passed"": true}"
4693,M19552,M,303.4,311.4,1606,29.6,122.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-08-17"", ""all_passed"": true}"
4695,L51874,L,303.4,311.5,1424,50.8,128.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""night"", ""date"": ""2024-05-30"", ""all_passed"": true}"
4705,L51884,L,303.7,311.9,1561,33.3,153.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""swing"", ""date"": ""2024-04-17"", ""all_passed"": true}"
4717,L51896,L,303.4,311.6,1712,30.1,182.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""night"", ""date"": ""2024-12-18"", ""all_passed"": true}"
4718,M19577,M,303.4,311.6,1425,45.4,184.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-08-10"", ""all_passed"": true}"
4720,M19579,M,303.4,311.7,1690,34.9,189.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Eriksson"", ""Fischer""], ""shift"": ""swing"", ""date"": ""2024-09-24"", ""all_passed"": true}"
4722,L51901,L,303.5,311.8,1927,21.9,195.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""night"", ""date"": ""2024-06-27"", ""all_passed"": true}"
4726,M19585,M,303.4,311.8,1515,42.6,204.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Fischer"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-12-10"", ""all_passed"": false}"
4730,L51909,L,303.4,311.8,1306,61.0,215.0,1,Heat Dissipation Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-08-25"", ""all_passed"": true}"
4732,L51911,L,303.3,311.6,1301,45.1,219.0,1,Heat Dissipation Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Gupta"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-06-11"", ""all_passed"": true}"
4733,L51912,L,303.3,311.7,1539,38.5,221.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Chen"", ""Eriksson""], ""shift"": ""night"", ""date"": ""2024-08-01"", ""all_passed"": true}"
4744,L51923,L,303.3,311.3,1409,51.8,16.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-10-01"", ""all_passed"": true}"
4746,H34159,H,303.2,311.2,1475,43.1,20.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Iqbal"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-08-25"", ""all_passed"": true}"
4750,L51929,L,303.2,311.2,1404,50.9,31.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-08-20"", ""all_passed"": false}"
4753,H34166,H,303.3,311.3,1502,39.5,38.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""night"", ""date"": ""2024-05-17"", ""all_passed"": true}"
4755,M19614,M,303.3,311.5,1384,54.8,48.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Eriksson"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-02-15"", ""all_passed"": false}"
4757,H34170,H,303.4,311.7,1991,19.0,53.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner""], ""shift"": ""night"", ""date"": ""2024-03-22"", ""all_passed"": true}"
4766,L51945,L,303.7,312.0,1892,22.5,79.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-06-24"", ""all_passed"": false}"
4767,M19626,M,303.6,312.0,1645,35.7,81.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-05-02"", ""all_passed"": true}"
4770,H34183,H,303.6,311.9,1544,37.1,88.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Iqbal"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-08-12"", ""all_passed"": false}"
4773,M19632,Medium,303.6,312.0,1435,37.9,98.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""day"", ""date"": ""2024-02-24"", ""all_passed"": true}"
4774,L51953,L,303.6,312.0,1391,50.3,101.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Fischer"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-12-01"", ""all_passed"": false}"
4779,H34192,H,303.6,312.2,1371,54.6,112.0,1,Heat Dissipation Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-10-30"", ""all_passed"": true}"
4782,L51961,L,303.7,312.3,1384,45.9,121.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""day"", ""date"": ""2024-01-09"", ""all_passed"": true}"
4786,H34199,H,303.9,312.7,1401,50.0,129.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson""], ""shift"": ""day"", ""date"": ""2024-03-16"", ""all_passed"": true}"
4787,L51966,L,303.8,312.6,1577,41.3,134.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Dubois"", ""Gupta""], ""shift"": ""swing"", ""date"": ""2024-12-13"", ""all_passed"": true}"
4790,L51969,L,303.8,312.8,1646,35.8,143.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Fischer""], ""shift"": ""day"", ""date"": ""2024-02-15"", ""all_passed"": true}"
4794,H34207,H,303.6,312.6,1498,40.2,155.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Iqbal"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-01-13"", ""all_passed"": true}"
4797,L51976,L,303.5,312.4,1390,47.3,164.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-10-15"", ""all_passed"": true}"
4799,L51978,L,303.5,312.5,1457,46.4,168.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Iqbal"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-07-22"", ""all_passed"": false}"
4803,M19662,M,303.5,312.4,1318,54.2,177.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-06-19"", ""all_passed"": false}"
4804,L51983,L,303.6,312.5,1710,31.4,180.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""day"", ""date"": ""2024-08-23"", ""all_passed"": true}"
4805,L51984,L,303.7,312.6,1621,38.8,182.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""night"", ""date"": ""2024-04-21"", ""all_passed"": true}"
4807,H34220,H,303.6,312.5,1375,54.0,186.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-05-10"", ""all_passed"": true}"
4808,L51987,L,303.5,312.4,1503,36.5,191.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Gupta""], ""shift"": ""day"", ""date"": ""2024-11-16"", ""all_passed"": true}"
4810,L51989,L,303.4,312.2,1656,32.7,195.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Hofmann"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-02-09"", ""all_passed"": true}"
4811,M19670,M,303.4,312.1,1499,39.4,197.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Gupta"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-11-28"", ""all_passed"": true}"
4814,M19673,M,303.3,311.8,1536,40.6,205.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""swing"", ""date"": ""2024-11-16"", ""all_passed"": true}"
4850,M19709,M,303.5,312.0,1475,42.9,85.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Eriksson""], ""shift"": ""night"", ""date"": ""2024-09-01"", ""all_passed"": true}"
4852,L52031,L,303.7,312.1,1363,51.8,90.0,1,Heat Dissipation Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-08-25"", ""all_passed"": true}"
4856,L52035,L,303.7,312.3,1375,46.2,98.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""swing"", ""date"": ""2024-08-15"", ""all_passed"": true}"
4875,L52054,L,303.8,312.5,1619,30.9,142.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Hofmann"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-09-11"", ""all_passed"": true}"
4878,M19737,M,303.7,312.4,1546,33.7,149.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""swing"", ""date"": ""2024-06-25"", ""all_passed"": false}"
4885,H34298,H,303.8,312.5,1655,28.0,170.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""day"", ""date"": ""2024-01-29"", ""all_passed"": false}"
4886,H34299,H,303.8,312.5,1748,25.1,175.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""swing"", ""date"": ""2024-02-01"", ""all_passed"": true}"
4889,L52068,L,303.7,312.4,1512,39.2,184.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Gupta"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-08-02"", ""all_passed"": true}"
4892,M19751,M,303.7,312.3,1756,26.4,190.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Gupta"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-03-28"", ""all_passed"": true}"
4893,L52072,L,303.7,312.3,1922,23.1,193.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""day"", ""date"": ""2024-01-10"", ""all_passed"": true}"
4897,M19756,M,303.7,312.4,1642,32.3,206.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Gupta"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-05-14"", ""all_passed"": true}"
4899,H34312,H,303.6,312.4,1460,53.7,214.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-04-05"", ""all_passed"": true}"
4901,L52080,L,303.6,312.4,1388,41.9,221.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson""], ""shift"": ""night"", ""date"": ""2024-04-25"", ""all_passed"": false}"
4913,L52092,L,303.5,312.2,1511,37.1,27.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-09-28"", ""all_passed"": true}"
4916,H34329,H,303.5,312.3,1386,49.0,35.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Chen""], ""shift"": ""swing"", ""date"": ""2024-05-20"", ""all_passed"": true}"
4917,H34330,H,303.4,312.3,1769,27.9,40.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-04-13"", ""all_passed"": true}"
4920,L52099,L,303.3,312.2,1506,40.0,50.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-02-10"", ""all_passed"": true}"
4921,L52100,L,303.4,312.2,1337,69.4,52.0,1,Power Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Dubois"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-06-16"", ""all_passed"": true}"
4923,M19782,M,303.4,312.2,1615,35.7,56.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Hofmann"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-06-02"", ""all_passed"": true}"
4925,H34338,H,303.4,312.3,1522,42.1,62.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-02-20"", ""all_passed"": true}"
4931,L52110,L,303.4,312.3,1663,33.9,78.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""day"", ""date"": ""2024-03-15"", ""all_passed"": false}"
4937,L52116,L,303.5,312.4,1284,70.6,94.0,1,Power Failure,"{""lead"": ""Keller"", ""team"": [""Keller"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-01-28"", ""all_passed"": true}"
4938,L52117,L,303.4,312.3,1540,38.7,96.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Eriksson"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-11-01"", ""all_passed"": true}"
4946,L52125,L,303.6,312.7,1418,44.1,118.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Iqbal"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-03-09"", ""all_passed"": true}"
4948,L52127,L,303.7,312.7,1395,53.9,123.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-01-07"", ""all_passed"": true}"
4952,L52131,L,303.8,312.7,1596,36.6,134.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-10-11"", ""all_passed"": true}"
4959,L52138,L,303.8,312.5,1523,47.0,152.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Jensen"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-06-08"", ""all_passed"": true}"
4962,L52141,L,303.9,312.7,1800,24.3,158.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Gupta"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-04-28"", ""all_passed"": true}"
4970,L52149,L,303.9,312.7,1528,38.4,177.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-12-16"", ""all_passed"": true}"
4971,L52150,L,303.8,312.6,1565,36.0,179.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Dubois"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-08-16"", ""all_passed"": true}"
4973,H34386,H,303.8,312.6,1811,24.9,183.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-01-29"", ""all_passed"": true}"
4982,M19841,M,303.7,312.8,1558,37.7,206.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Hofmann"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-03-07"", ""all_passed"": true}"
4988,M19847,M,303.7,313.0,1303,54.4,2.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""day"", ""date"": ""2024-10-26"", ""all_passed"": true}"
4993,L52172,L,303.8,312.9,1573,34.6,14.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Chen"", ""Fischer""], ""shift"": ""swing"", ""date"": ""2024-07-13"", ""all_passed"": true}"
5011,L52190,L,303.7,312.8,1543,38.3,61.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""night"", ""date"": ""2024-03-19"", ""all_passed"": true}"
5012,M19871,M,303.7,312.8,1634,33.8,63.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""swing"", ""date"": ""2024-07-09"", ""all_passed"": true}"
5013,M19872,M,303.8,312.9,1815,27.8,66.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""night"", ""date"": ""2024-12-04"", ""all_passed"": true}"
5019,M19878,M,303.9,313.0,1620,36.6,80.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""night"", ""date"": ""2024-07-30"", ""all_passed"": true}"
5028,L52207,L,304.0,313.3,1294,54.6,102.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-12-07"", ""all_passed"": true}"
5029,M19888,M,303.9,313.2,1630,29.3,104.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Gupta""], ""shift"": ""day"", ""date"": ""2024-11-17"", ""all_passed"": true}"
5031,M19890,M,303.9,313.1,1437,48.3,110.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-01-15"", ""all_passed"": true}"
5034,L52213,L,304.0,313.1,1564,50.9,119.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-01-25"", ""all_passed"": true}"
5035,M19894,M,303.9,313.1,1514,41.1,121.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-03-31"", ""all_passed"": true}"
5039,L52218,L,304.1,313.3,1732,28.5,,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Jensen"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-01-10"", ""all_passed"": true}"
