UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure Type,Inspectors
3586,L50765,L,301.9,310.7,1947,25.0,137.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Eriksson""], ""shift"": ""swing"", ""date"": ""2024-07-30"", ""all_passed"": true}"
4884,M19743,M,303.8,312.6,1684,29.3,167.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Chen"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-11-06"", ""all_passed"": true}"
1720,L48899,L,298.2,307.7,1503,38.3,87.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""day"", ""date"": ""2024-10-05"", ""all_passed"": true}"
4945,M19804,M,303.6,312.7,1765,27.5,115.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""day"", ""date"": ""2024-06-21"", ""all_passed"": true}"
1687,H31100,H,297.9,307.3,1663,28.7,7.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Gupta"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-07-14"", ""all_passed"": true}"
4323,M19182,M,301.7,310.1,1431,44.0,61.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-04-07"", ""all_passed"": true}"
7347,L54526,L,299.6,310.2,1469,47.0,15.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""night"", ""date"": ""2024-04-28"", ""all_passed"": true}"
8173,L55352,L,299.9,311.4,1596,28.9,160.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Iqbal"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-11-03"", ""all_passed"": true}"
1275,H30688,H,298.1,309.5,1530,40.2,65.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-01-07"", ""all_passed"": false}"
4096,H33509,H,302.0,310.5,1459,43.2,148.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""swing"", ""date"": ""2024-11-01"", ""all_passed"": true}"
836,M15695,M,296.7,307.4,1533,,182.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-05-26"", ""all_passed"": true}"
5815,M20674,M,301.3,311.0,1402,47.5,197.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-11-13"", ""all_passed"": true}"
2330,L49509,L,299.3,308.7,1484,40.5,213.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Fischer""], ""shift"": ""swing"", ""date"": ""2024-06-12"", ""all_passed"": true}"
6047,L53226,L,300.9,311.0,1316,56.5,120.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""day"", ""date"": ""2024-07-31"", ""all_passed"": true}"
9217,H38630,H,297.7,308.8,1469,43.7,96.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-08-05"", ""all_passed"": true}"
5719,L52898,L,302.4,312.0,1621,32.5,169.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""day"", ""date"": ""2024-04-07"", ""all_passed"": true}"
3549,L50728,L,301.9,310.9,1616,34.5,46.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Chen""], ""shift"": ""swing"", ""date"": ""2024-07-04"", ""all_passed"": true}"
223,L47402,L,298.4,308.6,1304,45.0,158.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Fischer"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-02-08"", ""all_passed"": true}"
6153,M21012,M,301.1,311.1,1592,35.7,174.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Dubois"", ""Gupta""], ""shift"": ""swing"", ""date"": ""2024-04-05"", ""all_passed"": true}"
4464,L51643,L,302.8,310.6,2016,19.9,199.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-07-05"", ""all_passed"": true}"
3140,H32553,H,300.4,309.9,1513,38.7,76.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Hofmann"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-06-29"", ""all_passed"": false}"
6542,L53721,L,301.4,310.7,1509,,95.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Fischer"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-11-16"", ""all_passed"": true}"
9459,L56638,L,298.4,309.1,1417,40.6,121.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""day"", ""date"": ""2024-05-03"", ""all_passed"": false}"
1764,L48943,L,298.2,307.6,1511,31.0,209.0,1,Tool Wear Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-03-28"", ""all_passed"": false}"
1422,L48601,L,298.7,309.8,1589,31.8,217.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Eriksson"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-09-24"", ""all_passed"": true}"
8031,L55210,L,300.6,312.0,1490,42.2,3.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Hofmann"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-07-07"", ""all_passed"": true}"
2499,L49678,L,299.1,308.9,1467,47.2,218.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""day"", ""date"": ""2024-05-26"", ""all_passed"": true}"
8735,L55914,L,297.2,308.6,1392,41.5,108.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Chen"", ""Eriksson""], ""shift"": ""day"", ""date"": ""2024-03-22"", ""all_passed"": true}"
3937,L51116,L,302.5,311.5,1985,18.8,190.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-11-01"", ""all_passed"": true}"
9081,L56260,L,297.2,308.0,1869,25.4,163.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-03-10"", ""all_passed"": true}"
2930,M17789,M,300.8,309.7,1482,39.0,171.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-11-07"", ""all_passed"": true}"
409,M15268,M,297.4,308.6,1434,44.4,193.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Iqbal"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-03-03"", ""all_passed"": true}"
5577,H34990,H,302.4,312.0,1457,43.4,23.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""swing"", ""date"": ""2024-03-08"", ""all_passed"": true}"
4350,L51529,L,301.9,309.7,1595,31.4,,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""day"", ""date"": ""2024-06-20"", ""all_passed"": true}"
3633,L50812,L,302.1,311.3,1634,30.6,50.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-10-29"", ""all_passed"": true}"
8092,L55271,L,300.2,311.6,1375,56.9,155.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""day"", ""date"": ""2024-10-12"", ""all_passed"": false}"
86,M14945,M,299.0,309.0,1804,26.8,17.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-11-30"", ""all_passed"": true}"
934,L48113,L,295.5,306.0,1597,37.2,16.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Keller"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-12-05"", ""all_passed"": true}"
9593,L56772,L,299.2,310.4,1379,46.8,39.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Iqbal"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-11-10"", ""all_passed"": true}"
1445,L48624,L,299.0,310.2,1477,37.9,60.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Dubois"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-03-25"", ""all_passed"": true}"
9697,L56876,L,298.9,309.9,1404,39.8,62.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-04-03"", ""all_passed"": true}"
276,L47455,L,298.0,308.0,1401,54.7,65.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson""], ""shift"": ""day"", ""date"": ""2024-08-25"", ""all_passed"": true}"
4513,M19372,M,302.5,310.3,1411,49.5,110.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal"", ""Jensen"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-07-11"", ""all_passed"": true}"
9511,M24370,M,299.2,310.4,1504,43.3,37.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""swing"", ""date"": ""2024-04-29"", ""all_passed"": true}"
9364,L56543,L,297.9,308.5,1519,34.3,61.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""day"", ""date"": ""2024-01-20"", ""all_passed"": true}"
7582,M22441,M,300.4,311.2,1366,56.1,177.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""night"", ""date"": ""2024-10-27"", ""all_passed"": true}"
9450,M24309,M,298.1,308.8,1434,41.8,93.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Dubois"", ""Fischer""], ""shift"": ""night"", ""date"": ""2024-03-16"", ""all_passed"": true}"
436,L47615,L,297.4,308.3,1493,41.2,43.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""swing"", ""date"": ""2024-01-01"", ""all_passed"": true}"
4841,L52020,L,303.4,311.9,1298,63.9,59.0,1,Heat Dissipation Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-05-16"", ""all_passed"": true}"
9945,L57124,L,298.3,307.9,1399,47.8,99.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Fischer"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-02-07"", ""all_passed"": true}"
5581,M20440,M,302.6,312.2,1458,38.8,34.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Fischer""], ""shift"": ""night"", ""date"": ""2024-05-02"", ""all_passed"": true}"
5757,M20616,M,302.0,311.5,1366,52.3,54.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Dubois"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-09-08"", ""all_passed"": true}"
4175,L51354,L,302.3,310.7,1499,37.8,137.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-01-14"", ""all_passed"": true}"
2445,L49624,L,299.2,308.6,1267,68.2,76.0,1,Power Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Eriksson"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-10-08"", ""all_passed"": true}"
8975,L56154,L,296.8,307.5,1474,42.4,107.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Fischer"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-08-04"", ""all_passed"": true}"
3534,L50713,L,302.0,311.0,1563,36.2,8.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-03-24"", ""all_passed"": true}"
1556,L48735,L,298.4,308.6,1491,42.0,120.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-02-08"", ""all_passed"": true}"
2868,H32281,H,300.7,309.6,1390,48.5,7.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""night"", ""date"": ""2024-02-03"", ""all_passed"": true}"
5843,L53022,L,301.4,311.2,1355,50.6,37.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Gupta"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-04-02"", ""all_passed"": true}"
233,L47412,L,298.2,308.4,1424,47.6,179.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Hofmann"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-04-12"", ""all_passed"": true}"
68,H29481,H,298.8,308.9,1466,44.1,184.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Gupta"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-07-19"", ""all_passed"": true}"
5502,L52681,L,302.7,312.1,1543,37.5,33.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-07-24"", ""all_passed"": true}"
7972,L55151,L,301.0,312.1,1405,46.1,79.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Fischer""], ""shift"": ""swing"", ""date"": ""2024-05-03"", ""all_passed"": true}"
2047,L49226,L,299.3,309.1,1388,45.5,123.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Iqbal"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-08-12"", ""all_passed"": false}"
729,M15588,M,297.4,308.7,1425,50.3,152.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Chen"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-11-11"", ""all_passed"": true}"
4950,M19809,M,303.8,312.7,1555,33.4,128.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller""], ""shift"": ""night"", ""date"": ""2024-06-24"", ""all_passed"": false}"
5851,L53030,L,301.3,311.1,1560,35.3,,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""day"", ""date"": ""2024-05-16"", ""all_passed"": true}"
9535,L56714,L,299.3,310.6,1443,45.7,97.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-12-01"", ""all_passed"": true}"
7051,L54230,L,300.6,310.4,1457,47.7,120.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""night"", ""date"": ""2024-08-01"", ""all_passed"": true}"
4020,M18879,M,302.0,310.9,1558,45.3,193.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""swing"", ""date"": ""2024-10-21"", ""all_passed"": true}"
3916,L51095,L,302.5,311.5,1700,29.5,133.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-04-10"", ""all_passed"": true}"
522,L47701,L,297.5,309.4,1497,35.8,44.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""swing"", ""date"": ""2024-04-11"", ""all_passed"": true}"
7173,M22032,M,300.1,310.1,1402,46.6,10.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""swing"", ""date"": ""2024-04-26"", ""all_passed"": true}"
6494,L53673,L,300.7,309.8,1363,53.1,183.0,0,No Failure,"{""lead"": ""Hofmann"", ""team"": [""Hofmann"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-10-06"", ""all_passed"": true}"
79,L47258,L,298.8,308.9,1398,51.5,0.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""night"", ""date"": ""2024-10-16"", ""all_passed"": true}"
6885,L54064,L,300.8,311.2,1492,39.0,109.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Hofmann"", ""Jensen""], ""shift"": ""day"", ""date"": ""2024-12-05"", ""all_passed"": true}"
2691,L49870,L,300.0,309.5,1728,26.0,37.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-02-21"", ""all_passed"": true}"
8896,H38309,H,297.4,308.6,1461,40.1,126.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Gupta""], ""shift"": ""night"", ""date"": ""2024-05-26"", ""all_passed"": false}"
9555,M24414,M,299.3,310.7,1440,45.5,146.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-06-15"", ""all_passed"": true}"
4399,M19258,M,302.3,310.1,1563,37.8,31.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Fischer"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-01-26"", ""all_passed"": true}"
261,M15120,M,298.2,308.3,1522,49.1,22.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Hofmann"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-08-30"", ""all_passed"": true}"
4650,M19509,M,303.3,311.4,1395,59.1,4.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-01-12"", ""all_passed"": true}"
7255,L54434,L,300.3,310.4,1493,37.5,219.0,0,No Failure,"{""lead"": ""Gupta"", ""team"": [""Gupta""], ""shift"": ""day"", ""date"": ""2024-08-04"", ""all_passed"": true}"
4504,M19363,M,302.5,310.2,1751,30.5,90.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Dubois"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-04-09"", ""all_passed"": true}"
189,L47368,L,298.3,308.5,1606,33.6,67.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Brunner"", ""Keller""], ""shift"": ""swing"", ""date"": ""2024-03-12"", ""all_passed"": true}"
9267,L56446,L,298.2,308.9,1737,25.5,26.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""swing"", ""date"": ""2024-11-16"", ""all_passed"": true}"
8468,L55647,L,298.6,309.8,1704,28.3,64.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""day"", ""date"": ""2024-10-15"", ""all_passed"": true}"
8516,L55695,L,298.2,309.4,1443,45.4,187.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Iqbal"", ""Jensen""], ""shift"": ""swing"", ""date"": ""2024-02-14"", ""all_passed"": true}"
960,L48139,L,295.8,306.5,1505,35.2,86.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-06-21"", ""all_passed"": true}"
9281,H38694,H,298.2,308.8,1470,43.3,61.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-02-22"", ""all_passed"": true}"
4582,L51761,L,303.0,311.2,1601,32.9,69.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Eriksson"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-01-26"", ""all_passed"": true}"
9762,L56941,L,298.6,309.7,1703,26.1,5.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""day"", ""date"": ""2024-03-21"", ""all_passed"": true}"
1884,M16743,M,298.0,307.6,1472,46.7,116.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Jensen"", ""Keller""], ""shift"": ""day"", ""date"": ""2024-08-02"", ""all_passed"": true}"
5613,L52792,L,303.0,312.3,1486,42.4,112.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Jensen""], ""shift"": ""night"", ""date"": ""2024-07-19"", ""all_passed"": true}"
9233,L56412,L,298.2,309.1,1350,52.0,136.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""day"", ""date"": ""2024-03-19"", ""all_passed"": true}"
1246,M16105,M,297.1,308.4,1588,33.4,204.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Keller"", ""Lombardi""], ""shift"": ""day"", ""date"": ""2024-10-25"", ""all_passed"": true}"
7897,L55076,L,300.8,312.6,1376,53.6,119.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Dubois"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-01-17"", ""all_passed"": true}"
457,H29870,H,297.3,308.7,1478,47.6,98.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Gupta"", ""Hofmann""], ""shift"": ""night"", ""date"": ""2024-02-15"", ""all_passed"": true}"
7095,L54274,L,300.6,310.2,1447,45.9,17.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""swing"", ""date"": ""2024-01-16"", ""all_passed"": true}"
808,L47987,L,297.0,307.7,1867,22.8,118.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Hofmann"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-09-16"", ""all_passed"": true}"
3331,L50510,L,301.7,310.8,1385,,133.0,0,No Failure,"{""lead"": ""Jensen"", ""team"": [""Jensen""], ""shift"": ""day"", ""date"": ""2024-11-30"", ""all_passed"": true}"
98,M14957,M,298.9,308.9,1750,29.9,50.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois""], ""shift"": ""night"", ""date"": ""2024-06-19"", ""all_passed"": true}"
3632,M18491,M,302.1,311.4,1419,36.2,47.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""night"", ""date"": ""2024-02-23"", ""all_passed"": true}"
5387,L52566,L,302.9,312.2,1469,42.0,,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-04-30"", ""all_passed"": true}"
3520,M18379,M,301.9,310.9,1569,,188.0,0,No Failure,"{""lead"": ""Eriksson"", ""team"": [""Eriksson"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-12-29"", ""all_passed"": true}"
9096,L56275,L,297.3,308.1,1458,45.7,202.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-12-25"", ""all_passed"": false}"
5415,L52594,L,302.6,312.3,1534,34.3,31.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Iqbal""], ""shift"": ""day"", ""date"": ""2024-06-20"", ""all_passed"": true}"
6291,L53470,L,301.0,310.5,1932,21.7,79.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""night"", ""date"": ""2024-12-06"", ""all_passed"": true}"
8250,L55429,L,299.0,310.4,1524,39.8,120.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-07-19"", ""all_passed"": true}"
2043,M16902,M,299.1,308.9,1397,52.4,112.0,0,No Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Fischer""], ""shift"": ""day"", ""date"": ""2024-04-26"", ""all_passed"": true}"
5049,H34462,H,304.0,313.2,1271,68.6,161.0,1,Power Failure,"{""lead"": ""Dubois"", ""team"": [""Dubois"", ""Keller""], ""shift"": ""night"", ""date"": ""2024-12-16"", ""all_passed"": false}"
5836,L53015,L,301.3,311.2,1668,30.1,18.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Chen""], ""shift"": ""swing"", ""date"": ""2024-12-05"", ""all_passed"": true}"
5007,M19866,M,303.7,312.8,1366,47.3,49.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner"", ""Fischer"", ""Gupta""], ""shift"": ""swing"", ""date"": ""2024-06-30"", ""all_passed"": true}"
737,L47916,L,296.9,308.3,1555,38.2,175.0,0,No Failure,"{""lead"": ""Lombardi"", ""team"": [""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-08-24"", ""all_passed"": false}"
578,L47757,L,297.7,309.7,1591,37.7,196.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen""], ""shift"": ""night"", ""date"": ""2024-08-06"", ""all_passed"": true}"
7836,L55015,L,300.1,311.5,1549,34.7,189.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""day"", ""date"": ""2024-09-05"", ""all_passed"": true}"
4182,M19041,Medium,302.4,310.7,1521,40.4,152.0,0,No Failure,"{""lead"": ""Chen"", ""team"": [""Chen"", ""Hofmann""], ""shift"": ""swing"", ""date"": ""2024-11-04"", ""all_passed"": true}"
4335,L51514,L,301.6,309.8,1472,42.5,91.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Fischer"", ""Iqbal""], ""shift"": ""swing"", ""date"": ""2024-03-29"", ""all_passed"": true}"
1626,L48805,L,297.9,307.8,1365,46.9,73.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Lombardi""], ""shift"": ""swing"", ""date"": ""2024-11-01"", ""all_passed"": true}"
4806,L51985,L,303.6,312.6,1606,33.6,184.0,0,No Failure,"{""lead"": ""Iqbal"", ""team"": [""Iqbal""], ""shift"": ""night"", ""date"": ""2024-11-17"", ""all_passed"": true}"
4185,L51364,L,302.2,310.6,1334,53.2,,1,Heat Dissipation Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez"", ""Iqbal""], ""shift"": ""night"", ""date"": ""2024-02-28"", ""all_passed"": true}"
3070,L50249,L,300.0,309.1,1791,28.2,108.0,0,No Failure,"{""lead"": ""Brunner"", ""team"": [""Brunner""], ""shift"": ""day"", ""date"": ""2024-02-09"", ""all_passed"": true}"
8140,L55319,L,299.5,310.8,1571,38.2,74.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer""], ""shift"": ""day"", ""date"": ""2024-12-11"", ""all_passed"": true}"
9371,H38784,H,297.7,308.4,1418,51.9,77.0,0,No Failure,"{""lead"": ""Fischer"", ""team"": [""Fischer"", ""Hofmann""], ""shift"": ""day"", ""date"": ""2024-12-09"", ""all_passed"": true}"
7043,L54222,L,300.6,310.5,1642,29.9,100.0,0,No Failure,"{""lead"": ""Alvarez"", ""team"": [""Alvarez""], ""shift"": ""swing"", ""date"": ""2024-07-18"", ""all_passed"": true}"
3849,L51028,L,302.3,310.9,1720,28.1,178.0,0,No Failure,"{""lead"": ""Keller"", ""team"": [""Keller"", ""Lombardi""], ""shift"": ""night"", ""date"": ""2024-04-06"", ""all_passed"": true}"
